name,ID,bio
Wat (Night's Watch),Wat_(Night's_Watch),Wat is the brother of Jack-Be-Lucky. He was sent to the Wall.
Wat (orphan),Wat_(orphan),Wat is a boy orphaned by the War of the Five Kings who is currently living at the Inn at the crossroads.
Wat (sailor),Wat_(sailor),Wat is a member of the crew of the Brazen Monkey.
Wat (Standfast),Wat_(Standfast),"Wat was a peasant in service to House Osgrey during the reign of King Aerys_I_Targaryen. Wat was among the smallfolk called up by Ser Eustace_Osgrey to defend his lands against House Webber when a dispute over the Chequy Water escalated into threats of war. Wat was trained for battle by Eustace's sworn swords, Ser Bennis of the Brown Shield and Ser Duncan_the_Tall. Because several of the recruits had the same first name, Duncan's squire, Egg, suggested that they be called by ""village names"" to distinguish them. However, because the villages had no names, the men were instead given surnames derived from the crop planted in their village. The men were excited to have been given ""lord's names"", and Wat was given the surname ""Bean"" or ""Melon"", distinguishing him from the brothers Wat_Barleycorn and Wet_Wat. After the first day of training, Duncan had a nightmare that all the men had been killed and he had to bury them. After Ser Duncan realized that it would be a hopeless fight where all the smallfolk would certainly die, he sent Wat home with the others."
Wat Barleycorn,Wat_Barleycorn,"Wat, also known as Wat Barleycorn, was a peasant in service to House Osgrey. He had a younger brother, Wet_Wat, who was also called Wat Barleycorn. Wat and his younger brother, Wet_Wat, were among the smallfolk called up by Ser Eustace_Osgrey to defend his lands against House Webber when a dispute over the Chequy Water escalated into threats of war. Will was trained for battle by Eustace's sworn swords, Ser Bennis of the Brown Shield and Ser Duncan_the_Tall. Bennis laughed when he learned the brothers had the same first name, joking that their mother must not have known any other name but Wat. Because several of the other recruits also had the same first name, Duncan's squire, Egg, suggested that they be called by ""village names"" to distinguish them. However, because the villages had no names, the men were instead given surnames derived from the crop planted in their village. The men were excited to have been given ""lord's names"", and Wat was given the surname ""Barleycorn"". Since Wat's younger brother was also named Wat Barleycorn, he was additionally dubbed ""Wet Wat"", after he said he had once fallen down the village well. After the first day of training, Duncan had a nightmare that all the men had been killed and he had to bury them. After Ser Duncan realized that it would be a hopeless fight where all the smallfolk would certainly die, he sent Wat home with the others."
Wat the Hewer,Wat_the_Hewer,"Wat the Hewer was a leader of the Poor Fellows during the Faith Militant uprising. During the Faith Militant uprising, Wat the Hewer led Poor Fellows out of the Reach on a march towards King's Landing. In the battle at Stonebridge he killed half a dozen knights, including Lord Meadows, the commander of King Maegor_I_Targaryen's army, Wat also faced Myles_Smallwood in single combat with both men surviving. Wat was taken alive and delivered to King's Landing in chains. Maegor cut off Wat's limbs with his own axe, then commanded his maesters to keep Wat alive so he could attend the king's wedding to Tyanna_of_the_Tower. When Maegor later took Tyanna as his third wife on Rhaenys's Hill, surrounded by the remains of the Warrior's Sons who had died there when Maegor burned down the Sept of Remembrance, Wat was present as a witness."
Wat the Tanner,Wat_the_Tanner,"Wat the Tanner was a simple tanner who lived in King's Landing during the Dance of the Dragons. When riots broke out in King's Landing in 130 AC, Wat was among the mob that stormed the manse of Lord Bartimos_Celtigar, the despised master of coin. After Bartimos was captured and tortured, Wat declared to Bartimos that he had not paid the ""cock tax"" and thus his manhood was forfeit. Wat later rode through the streets upon a stolen horse, displaying Lord Bartimos's severed head and genitals to the crowds and declaring an end to all taxes. Due to his profession, he was dubbed Wat the Tanner by historians. During the second day of the riot, Wat and his followers overwhelmed the Gate of the Gods and poured out into the countryside up the kingsroad. Wat still carried Lord Celtigar's rotting head."
Wet Wat,Wet_Wat,"Wat, better known as Wet Wat and Wat Barleycorn, was a peasant in service to House Osgrey. He had an older brother, who was also called Wat_Barleycorn. Wat and his older brother, Wat_Barleycorn, were among the smallfolk called up by Ser Eustace_Osgrey to defend his lands against House Webber when a dispute over the Chequy Water escalated into threats of war. Will was trained for battle by Eustace's sworn swords, Ser Bennis of the Brown Shield and Ser Duncan_the_Tall. Bennis laughed when he learned the brothers had the same first name, joking that their mother must not have known any other name but Wat. Because several of the other recruits also had the same first name, Duncan's squire, Egg, suggested that they be called by ""village names"" to distinguish them. However, because the villages had no names, the men were instead given surnames derived from the crop planted in their village. The men were excited to have been given ""lord's names"", and Wat was given the surname ""Barleycorn"". Since Wat's older brother was also named Wat Barleycorn, the younger Wat was additionally dubbed ""Wet Wat"", after he said he had once fallen down the village well. After the first day of training, Duncan had a nightmare where he saw Wet Wat with his head cut nearly in half, and that all the other men had also been killed and he had to bury them. Wet Wat was assigned to stand watch atop Standfast to look out for Lady Rohanne_Webber's forces. However, after Ser Duncan realized that it would be a hopeless fight where all the smallfolk would certainly die, he sent Wet Wat home with the others."
Whitesmile Wat,Whitesmile_Wat,"Whitesmile Wat is a singer with a high, sweet voice."
Wate,Wate,Wate was a guardsmen in service to House Targaryen during the reign of King Daeron_II_Targaryen. Wate is one of the guardsmen who accompanied Prince Aerion_Targaryen to Ashford for the tourney at Ashford Meadow. He helped Prince Aerion destroy the puppeteer's stall after Aerion took issue with their skit involving a dragon.
Watkyn,Watkyn,Watkyn is a sellsword in service to the Golden Company. He is cupbearer and squire to the company commander Harry_Strickland.
Watt of Long Lake,Watt_of_Long_Lake,Watt of Long Lake is a member of the Night's Watch from Long Lake in the north.
Watty the Miller,Watty_the_Miller,Watty the Miller is a member of the brotherhood without banners.
Waymar Royce,Waymar_Royce,"Waymar Royce is a knight of House Royce. The third and youngest son of Lord Yohn_Royce of Runestone, he became a ranger of the Night's Watch. In the television adaptation Game of Thrones, Waymar is portrayed by Rob Ostlere. He was previously played by Jamie Campbell Bower in the rejected pilot episode of the series. As a third son of a lord, Waymar had few chances at wealth or land and so joined the Night's Watch. He was escorted by his father, Lord Yohn_Royce, north to the Wall. While they stayed at Winterfell as guests on the way, Sansa_Stark fell wildly in love with Waymar. Among the brothers of the Night's Watch, Waymar's behavior and appearance earned him some ridicule behind his back, including from Gared and Will. Shortly before A Song of Ice and Fire begins, Lord Commander Jeor_Mormont gave Waymar the command of a ranging in the haunted forest in search of a band of wildling raiders. He was accompanied by Gared and Will. Waymar was the least experienced of the three, having been in the Night's Watch for less than half a year, whereas Jeor counted Gared and Will among his best men. However, Waymar felt it was his due to have a command because he was a knight, and Jeor accepted because he did not want to offend Waymar's father."
Wayn,Wayn_(guard),Wayn is a guard sworn to House Stark.
Weasel,Weasel,"Weasel, also known as the crying girl, is a girl from the riverlands found by Yoren on his march north from King's Landing. Her real name is unknown."
Webber,Webber,"Webber is a sellsword of the Windblown of Westerosi origin. It is unknown if he has any connection with House Webber, as men of the free companies can take any name they want."
Weeper,Weeper,"The Weeper, also known as the Weeping Man, is a notorious free folk raider and leader of a war band. Lord Torghen_Flint hates the Weeper for blinding girls and for raping, stealing, or slaying three of his kin. Jarl has gone over the Wall with raiders like Alfyn_Crowkiller and the Weeper."
Weese,Weese,"Weese is the understeward of the Wailing Tower at Harrenhal. In the television adaptation Game of Thrones, he is renamed Weasel and portrayed by Paul Kealyn."
Wenda,Wenda,"Wenda the White Fawn was a famous member of the Kingswood Brotherhood, an outlaw band. It is unknown if she was connected with House Cafferen of Fawnton, whose sigil includes white fawns. Wenda branded her trademark, a fawn, on the buttocks of Merrett_Frey, a squire captured by the Kingswood Brotherhood. Lord Sumner_Crakehall ransomed Merrett back from her. Merrett was unable to sit for a fortnight. It is not clear what happened to Wenda when the outlaws were destroyed."
Wendamyr,Wendamyr,"Wendamyr is a maester who serves House Greyjoy at Pyke. He tends the ravens, acts as a healer, and serves as a counselor to Balon_Greyjoy, Lord of the Iron Islands. Wendamyr came to his post after the death of Maester Qalen."
Wendel Frey,Wendel_Frey,"Wendel Frey is the nineteenth son of Lord Walder_Frey, the first son born of his marriage to Annara_Farring. He is a page at Seagard. Rumor at the Twins is that Annara slept with Walder_Frey_(son_of_Ryman), making Wendel's parentage dubious."
Wendel Manderly,Wendel_Manderly,"Wendel Manderly is a knight of House Manderly. He is the second son of Wyman_Manderly, Lord of White Harbor. In the television adaptation Game of Thrones, Wendel is portrayed by Oddie Braddell."
Wendell Webber,Wendell_Webber,"Wendell Webber was a knight of House Webber during the reign of King Aerys_I_Targaryen. He was the cousin of Wyman_Webber, Lord of Coldmoat. Wendell was married to the sister of Lord Rowan of Goldengrove. He and his wife had many sons and daughters. Lord Wyman_Webber dictated in his will that his daughter, Lady Rohanne_Webber, must have married before the second anniversary of his death or Coldmoat and its lands would go to his cousin, Ser Wendell."
Wendello Qar Deeth,Wendello_Qar_Deeth,Wendello Qar Deeth is a member of the Pureborn in Qarth.
Wendeyne,Wendeyne,Wendeyne is a mummer at the Gate  in Braavos.
Werlag,Werlag,Werlag is an ironborn raider sworn to House Greyjoy.
Wex Pyke,Wex_Pyke,Wex Pyke is the bastard son of Sargon_Botley of Lordsport.
Whale That Walks,Whale_That_Walks,"The Whale That Walks was the nickname Prince Oberyn_Martell gave to an unidentified suitor of his sister Elia_Martell during the trip the siblings took in 273 AC, during which their Princess_of_Dorne_(mother_of_Doran) hoped to betroth either one of them, or both. As the Martells stopped at Starfall, the Arbor, Oldtown, the Shield Islands and Crakehall before arriving to Casterly Rock, the Whale That Walks was either a Dayne, a Redwyne, a Hightower, a Grimm, a Chester, a Hewett, a Serry or a Crakehall."
Whalen Frey,Whalen_Frey,"Whalen Frey is a knight from House Frey. He is the fourteenth son of Lord Walder_Frey, the third by Walder's fourth wife, Alyssa_Blackwood. He is married to Sylwa_Paege, with whom he has had two children."
Wick Whittlestick,Wick_Whittlestick,Wick Whittlestick is a steward of the Night's Watch.
Widow of the waterfront,Widow_of_the_waterfront,"The widow of the waterfront is a businesswoman and former bedslave who runs several docks, piers, and shipping lanes in a section of western Volantis. Her late husband was Vogarro, a triarch of Volantis. Her given name is unknown. The widow of the waterfront was once a pleasure slave taught the way of the seven sighs in Yunkai. She was purchased by Vogarro, a Triarch of Volantis. Vogarro fell in love with her, causing a great scandal, and an even greater scandal when he freed her and married her. Vogarro owned piers, storehouses, brokered cargoes, changed money, and insured shipowners against the hazards of the sea. When he died in 268 AC, his widow took over his business. She had to sell his manse, because no freedman may live within the Black Wall in eastern Volantis, regardless of wealth. She took up residence at the Merchant's House west of the Rhoyne, and set up her business in its common room. The widow once had a monkey which performed clever tricks."
Widower,Widower,"The Widower is a member of the Stormcrows, the second-in-command to Daario_Naharis."
Wilbert,Wilbert,"Wilbert is a knight from Stoney Sept. He has some authority over the town. It is possible that he belongs to a house of landed knights, and that Stoney Sept is part of their domain."
Wilbert Osgrey,Wilbert_Osgrey,"Wilbert Osgrey, also known as the Little Lion, was a knight from House Osgrey during the reign of Gyles_III_Gardener, King of the Reach. According to a story told by Ser Eustace_Osgrey, a King of the Rock, either Lancel_IV_Lannister or Lancel_V_Lannister, attempted to cut a piece out of the Reach while Gyles_III_Gardener, King of the Reach, was battling the Storm King in the east. It fell to Wilbert to stop Lancel as his his older brothers were off in the east with Gyles. During the battle, Wilbert came face to face with the King of the Rock. It is said the king had the Valyrian steel sword Brightroar; however, it was probably a common steel sword of the same name, which has been conflated with the Valyrian blade.[N 1]  Lancel fought Wilbert for half a day, breaking the knight's shield and sword and chopping the Little Lion to bits. As Wilbert was dying, however, he drove his dagger into a gap in Lancel's armor and killed the king, causing the westermen to retreat. According to Maester Yandel, Lancel IV yielded the Valyrian steel sword Brightroar. When the King of the Rock invaded the Reach, Gyles abandoned his siege of Storm's End to deal with the westermen. Yandel writes that Lancel died in battle at Red Lake."
Will,Will,"Will is a ranger of the Night's Watch. He is the POV character for the prologue of A Game of Thrones. In the television adaptation Game of Thrones, Will is portrayed by Bronson Webb. Will had been a poacher before joining the Night's Watch, hunting in House Mallister's woods. After Lord Mallister's freeriders caught him skinning a buck, Will choose to taking the black instead of losing a hand. During his first ranging, a scared Will remembered old stories he had heard about the lands beyond the Wall. At the start of A Song of Ice and Fire, however, he has already been in the Night's Watch for four years and is a veteran of a hundred rangings. Will's stealth and hunting experience proved useful for scouting as a ranger. Shortly before the series starts, Will, Gared, and Ser Waymar_Royce were sent ranging into the haunted forest by Jeor_Mormont, Lord Commander of the Night's Watch, in search of a band of wildling raiders. Jeor gave the command to Waymar, although he was the least experienced of the three, whereas Jeor counted Gared and Will among his best men. However, Waymar felt it was his due to have a command because he was a knight, and the Lord Commander accepted because he did not want to offend Waymar's father, Lord Yohn_Royce."
Treb,Treb,"Will, called Treb, was a peasant in service to House Osgrey. Will was among the smallfolk called up by Ser Eustace_Osgrey to defend his lands against House Webber when a dispute over the Chequy Water escalated into threats of war. Will was trained for battle by Eustace's sworn swords, Ser Bennis of the Brown Shield and Ser Duncan_the_Tall. Because several of the recruits had the same first name, Duncan's squire, Egg, suggested that they be called by ""village names"" to distinguish them. However, because the villages had no names, the men were instead given surnames derived from the crop planted in their village. The men were excited to have been given ""lord's names"", and Will was given the surname ""Barleycorn"" or ""Melon"", distinguishing him from the Will_Bean.[N 1] Additionally, after Will said he was good at throwing rocks, Bennis laughed and said they now had a trebuchet, and Will was called ""Treb"" by everyone afterwards. During the training, only Treb was fast enough to get a spear past Duncan's shield, but he only did it once. After the first day of training, Duncan had a nightmare where he saw Treb had an arrow in his eye, and that all the other men had also been killed and he had to bury them. Treb was assigned to stand watch atop Standfast to look out for Lady Rohanne_Webber's forces. However, after Ser Duncan realized that it would be a hopeless fight where all the smallfolk would certainly die, he sent Treb home with the others."
Will (orphan),Will_(orphan),"Will is among the orphans taken in by Jeyne_Heddle and Willow_Heddle at the crossroads inn. When Brienne of Tarth and her party arrive at the inn, Will is told by Willow to drop the rock he holds for defense."
Will (squire),Will_(squire),Will was the squire of Ser Uthor_Underleaf during the reign of King Aerys_I_Targaryen. Ser Duncan_the_Tall threatened him and took back the armor he had lost to Uthor_Underleaf in the Whitewalls Tourney.
Will Bean,Will_Bean,"Will, also known as Will Bean, was a peasant in service to House Osgrey. Will was among the smallfolk called up by Ser Eustace_Osgrey to defend his lands against House Webber when a dispute over the Chequy Water escalated into threats of war. Will was trained for battle by Eustace's sworn swords, Ser Bennis of the Brown Shield and Ser Duncan_the_Tall. Because several of the recruits had the same first name, Duncan's squire, Egg, suggested that they be called by ""village names"" to distinguish them. However, because the villages had no names, the men were instead given surnames derived from the crop planted in their village. The men were excited to have been given ""lord's names"", and Will was given the surname ""Bean"", distinguishing him from the Treb. After the first day of training, Duncan had a nightmare that all the men had been killed and he had to bury them. After Ser Duncan realized that it would be a hopeless fight where all the smallfolk would certainly die, he sent Will home with the others. As Will ran off, he was almost accidentally disemboweled by Pate_(Standfast) when he tripped over his spear."
Fletcher Will,Fletcher_Will,Fletcher Will is an inhabitant of the Riverlands.
Hookface Will,Hookface_Will,Hookface Will is a guard usually posted to the gate at Dragonstone. A fish hook made a long scar on his face.
Will the Stork,Will_the_Stork,"Will, better known as Will the Stork, is a hedge knight."
Will of the Woods,Will_of_the_Woods,Will of the Woods is a sellsword and member of the Windblown.
Will Cole,Will_Cole,"Will Cole is a sellsword in service to the Golden Company. As a serjeant, he is a high-ranking officer. Will is a Westerosi exile. His surname Cole is of a house that was once prominent in the histories of the Seven Kingdoms. House Cole served as stewards to House Dondarrion in the years preceding the Dance of the Dragons, and their most prominent member was Ser Criston_Cole, Lord Commander of the Kingsguard under Viserys_I_Targaryen and Aegon_II_Targaryen. By the present day, their arms are obscure, and they may be extinct. Will may or may not belong to House Cole, as in the free companies a man can call himself whatever he chooses, and not all are genuine. He might be related to another serjeant in the company, Dick_Cole."
Will Humble,Will_Humble,Will Humble is an ironborn member of House Humble.
Will Short,Will_Short,Will Short is a man of the North.
Willam,Willam,"Willam was the brother of Septon Meribald. He died in the War of the Ninepenny Kings. William and his brothers, Meribald, Robin, Owen_(brother_of_Meribald) and Owen's friend Jon_Pox all went off to fight in the War of the Ninepenny Kings. During the War, Willam and Robin died from a fever. Owen died in battle after receiving a blow from a mace and Jon was hanged for rape. Meribald survived to become a septon."
Willam the Wanderer,Willam_the_Wanderer,"Willam the Wanderer was a knight of the Warrior's Sons at the start of the reign of King Maegor_I_Targaryen. In 42 AC, Ser Willam was stationed at the King's Landing chapter of the Warrior's Sons, based in the Sept of Remembrance. He fought in the trial of seven in which seven of the Warrior's Sons faced King Maegor_I_Targaryen and his six champions. Willam and Ser Damon_Morrigen were the last Warrior's Sons standing against Maegor, whose six champions had all been killed. Badly wounded, the two were killed by Maegor with Blackfyre, the king's Valyrian steel sword. As he fell, however, Ser Willam dealt the king a terrible blow to the head, cracking his helm and leaving him insensate. However, this was not enough to kill the king and Maegor was declared the winner."
Willam the Wasp,Willam_the_Wasp,"Willam the Wasp was a knight of the Kingsguard during the reign of King Jaehaerys_I_Targaryen. Willam was a sworn sword to Lord Myles_Smallwood of Acorn Hall. In 49 AC, he was one of the five champions in the War for the White Cloaks and was given the white cloak of the Kingsguard. When rumors reached King's Landing that Balerion the Black Dread had been sighted in the Velvet Hills north of Pentos, King Jaehaerys_I_Targaryen sent a dozen men under the command of Willam to investigate. A guide who claimed to know where the beast was offered to escort Willam and his party to the dragon's lair. In truth, brigands had been spreading rumors of a dragon in the area in order to turn others away. Willam and his men were led into a trap by the guide and ambushed. Willam was the last of his party to die and it was said he gave a good account of himself. An agent of Lord Rego_Draz, the master of coin, managed to retrieve the knight's head, confirming Willam's death. Lord Smallwood, the Hand of the King, wanted Pentos to be punished, but Jaehaerys declined."
Willam Dustin,Willam_Dustin,"Willam Dustin was the Lord of Barrowton and the head of House Dustin during Robert's Rebellion. He was married to Barbrey_Dustin, now the Lady of Barrowton. Young Lord Willam had been married to Barbrey_Dustin for less than half a year before the outbreak of Robert's Rebellion. Barbrey urged him to send one of his kin in his place, but Willam insisted on leading the levies from Barrowton himself. Barbrey gave her husband a fine red stallion, the pride of the herds of her father, Lord Rodrik_Ryswell. Willam vowed he would return to her mounted on the steed. Willam was present at the wedding of his liege, Lord Eddard_Stark, to Lady Catelyn_Stark at Riverrun. During the bedding custom, Willam praised Catelyn's breasts to Eddard. Willam was one of six companions who accompanied Eddard to the tower of joy in the Red Mountains of Dorne, where Lord Stark sought his sister, Lyanna_Stark. They were opposed by three Kingsguard, however, and only Eddard and Lord Howland_Reed survived the ensuing battle. Eddard buried the fallen in cairns raised from the tower's stones. Lord Stark returned the horse to Willam's widow, Barbrey, when he returned to the north, and told her that Willam had died an honorable death."
Willam Foxglove,Willam_Foxglove,"Willam Foxglove, also known as Will Foxglove, is a knight sworn to King Stannis_Baratheon."
Willam Royce,Willam_Royce,"Willam Royce[N 1] was a knight from House Royce, loyal to Rhaenyra_Targaryen and the blacks during the civil war known as the Dance of the Dragons. During the storming of the Dragonpit in 130 AC, Prince Joffrey_Velaryon attempted to save the dragons in the Dragonpit from the crazed mob, by flying there from the Red Keep on his mother's dragon, Syrax. Queen Rhaenyra_Targaryen sent the Seven Who Rode, including Ser Willam, to rescue her son and heir. Willam and the other six knights faced many perils as they fought their way across King's Landing, while the city burned in riot. Unfortunately, Prince Joffrey fell from Syrax and died from the impact, and the mob began tearing apart his remains. While trying to recover Joffrey's body, three of the Seven died fighting the mob. Willam Royce was killed when a man leaped down from a rooftop to land on his back. Willam's Valyrian steel sword Lamentation was torn from his hand and carried off, never to be found again."
Willam Stackspear,Willam_Stackspear,"Willam Stackspear was the Lord and head of House Stackspear during the reign of King Aegon_III_Targaryen. He became one of Aegon's regents. During the Great Council of 136 AC, three regents were selected by lot to serve in the regency for King Aegon_III_Targaryen. Lord Willam Stackspear was among the three regents selected, considered an inoffensive, though undistinguished, choice. While the regents and Lord Torrhen_Manderly, the Hand of the King, were discussing King Aegon III's first royal progress, the young king entered the room and dismissed them all, for he had come of age."
Willam Stafford,Willam_Stafford,"Willam Stafford, known as the Drunken Knight and the Keg o' Ale, was a knight during the reign of King Jaehaerys_I_Targaryen. Willam participated in the War for the White Cloaks in 49 AC during the wedding of Queen Regent Alyssa_Velaryon and Lord Rogar_Baratheon, hoping to win one of the vacant places in the Kingsguard. Willam quickly became a favorite of the smallfolk, who started calling him ""the Keg o' Ale"" and would sing the ""Hail, Hail Keg o' Ale"" whenever he took the field. In the end did not win a white cloak. In 55 AC, Willam participated in the tourney held to celebrate the completion of the Dragonpit, to the joy of the smallfolk. When he fell, he was replaced as a favorite of the commoners by Ser Harys_Hogg."
Willam Stark,Willam_Stark,"Willam Stark was the Lord of Winterfell and the head of House Stark during the reign of King Maekar_I_Targaryen. Willam became Lord of Winterfell after the death of his older brother, Donnor_Stark. Willam first married Lyanne_Glover and had one child with her, Brandon_Stark_(son_of_Willam), but Lyanne died while giving birth to the boy. Nan came to Winterfell to be Brandon's wet nurse, but he died at age three of a summer chill. Willam then took Melantha_Blackwood as his second wife, and together they had two children, Edwyle_Stark and Jocelyn_Stark. When Raymun_Redbeard, the King-Beyond-the-Wall, went over the Wall, Lord Willam called his banners and marched with Lord Harmond_Umber, with the northmen meeting the wildlings on the shores of Long Lake in 226 AC. Willam was killed and beheaded in the battle at Long Lake, but his younger brother, Artos_Stark, avenged him by slaying Raymun. Willam was succeeded as Lord of Winterfell by his son, Edwyle_Stark. Willam is buried in the crypts of Winterfell."
Willam Wells,Willam_Wells,"Willam Wells, known as Will, is a knight of House Wells from Dorne."
Willam Whistler,Willam_Whistler,"Willam Whistler was a knight during the reign of King Maegor_I_Targaryen. Willam supported Prince Aegon_Targaryen_(son_of_Aenys_I) when he rebelled against his uncle, Maegor_I_Targaryen. Aegon and Willam both died in the Battle Beneath the Gods Eye in 43 AC."
Willam Wythers,Willam_Wythers,Willam Wythers is a knight from House Wythers.
Willamen Frey,Willamen_Frey,"Willamen, born Willamen Frey, is a maester of the Citadel in service at Longbow Hall to House Hunter. He is the seventeenth son of Lord Walder_Frey and the third son born in the marriage between Walder and Bethany_Rosby. Willamen took his maester's vows in 298 AC."
Willas Tyrell,Willas_Tyrell,"Willas Tyrell is a member of House Tyrell and the eldest son of Lord Mace_Tyrell and Lady Alerie_Hightower. He is the heir to Highgarden. Willas is the eldest son of Mace_Tyrell, Lord of Highgarden, and Lady Alerie_Hightower. During his first tourney, which Willas entered as a squire of a young age due to his father's wishes, he competed against Prince Oberyn_Martell of Dorne, who knocked Willas from his horse. Unfortunately, Willas's foot caught in his stirrup as he fell, and he pulled his horse on top of him, crushing his leg and leaving him a cripple. Though the incident fanned the flames of the considerable and historical enmity between Houses Tyrell and Martell, Willas bore Oberyn no personal ill will, and the two long remained in correspondence, sharing a passion for horseflesh. Ever since his accident, Willas has occupied himself with scholarly studies, as he cannot be a knight. Willas's grandmother, Olenna Tyrell, despite having a low opinion of her son Mace, has a high opinion of her grandson. His younger brother, Garlan_Tyrell, was plump as a boy. To protect him from a potential denigrating nickname, such as given to his uncle Garth_Tyrell, Willas was the first to call him ""Garlan the Gallant"". When Willas's sister Margaery_Tyrell was a girl, he would often read to her and draw her pictures of the stars. Princess Arianne_Martell once considered marrying Willas, but her father Prince Doran_Martell refused to send her to Highgarden to meet him. Nevertheless, she tried to travel there on her own, with the help of her cousin Tyene_Sand, but her uncle Prince Oberyn_Martell caught them at Vaith and brought them back to Sunspear."
Willem Darry,Willem_Darry,"Willem Darry was a knight from House Darry who served as the Red Keep's master-at-arms for King Aerys_II_Targaryen. He remained deeply loyal to House Targaryen during and after Robert's Rebellion. According to semi-canon sources, he was the brother of Ser Jonothor_Darry of the Kingsguard. When a new master-at-arms of the Red Keep needed appointing, Lord Tywin_Lannister, the Hand of the King, wished to name his brother Ser Tygett_Lannister to the post, but King Aerys_II_Targaryen chose Willem instead. When young Prince Rhaegar_Targaryen decided that he must be a knight, he went to Willem to be trained. After King Aerys II learned of the death of Prince Rhaegar at the Battle of the Trident, the king sent Queen Rhaella_Targaryen and Prince Viserys_Targaryen to Dragonstone, along with Willem. After Aerys's death in the Sack of King's Landing and Rhaella's death in childbirth, the garrison of Dragonstone considered selling the two Targaryen children, Viserys and the infant Princess Daenerys_Targaryen, to the new king, Robert_I_Baratheon. However, before the garrison could come to a decision and before Stannis_Baratheon arrived for his assault on Dragonstone, Willem and four loyal men broke into the nursery at Dragonstone, and escaped with Viserys and Daenerys under cover of darkness, sailing for the safety of the Braavosian coast. Willem and the Targaryen children then settled in Braavos, living in a house with a red door. While in Braavos, Willem was visited by Prince Oberyn_Martell, and together, with the Sealord of Braavos as witness, they signed a pact promising that Viserys Targaryen would one day wed Princess Arianne_Martell in return for the support of Dorne in winning Viserys the Iron Throne. However, Willem became ill from a wasting sickness when Daenerys was five years old (either in 289 AC or 290 AC). He slowly wasted away, dying an unknown amount of time later, after which the servants of the house stole their money, and Viserys and Daenerys were thrown into the streets to fend for themselves."
Willem Frey,Willem_Frey,"Willem Frey is a member of House Frey. The second son of Ser Cleos_Frey and Jeyne_Darry, he is a page at Ashemark.[N 1]"
Willem Lannister,Willem_Lannister,"Willem Lannister is a squire from House Lannister. He is the second son of Ser Kevan_Lannister and Lady Dorna_Swyft and twin to Martyn_Lannister. In the television adaptation Game of Thrones, Willem is portrayed by Timothy Gibbons. Lord Gawen_Westerling once suggested that Willem or his twin Martyn_Lannister marry Gawen's daughter, Jeyne_Westerling. Ser Kevan_Lannister refused this offer because he considered Jeyne of dubious blood due to the lineage of her mother, Sybell_Spicer."
Willem Wylde,Willem_Wylde,"Willem Wylde was a knight from House Wylde and a member of the Kingsguard during the reign of King Daeron_II_Targaryen. When a place opened in the Kingsguard, Daeron_II_Targaryen gave the position to Ser Willem. Either Daeron did not know, or willfully ignored his father, Aegon_IV_Targaryen, promise to Ser Quentyn_Ball that he would be raised to the Kingsguard. This was one of the contributing factors to Ser Quentyn siding with Daemon_I_Blackfyre during the First Blackfyre Rebellion."
William Mooton,William_Mooton,William Mooton is the Lord of Maidenpool and the head of House Mooton. He is the brother of the late Ser Myles_Mooton.
William Tortoll,William_Tortoll,Ser William Tortoll was a knight during the reign of King Daeron_II_Targaryen. William participated in the tourney at Ashford Meadow in 209 AC.
Willifer,Willifer,Archmaester Willifer is an archmaester at the  Citadel in Oldtown.
Willis Fell,Willis_Fell,Willis Fell was a knight from House Fell and a member of the Kingsguard during the reigns of kings Viserys_I_Targaryen and Aegon_II_Targaryen. He served as Lord Commander of Aegon_III_Targaryen's Kingsguard.
Willis Wode,Willis_Wode,"Willis Wode is a knight from House Wode in the service of House Whent. He is possibly one of the brothers Wode who are landed knights sworn to House Whent of Harrenhal. In the television adaptation Game of Thrones, Willis is portrayed by Ryan McKenna."
Willit,Willit,Goodman Willit is a man-at-arms in service to House Swyft.
Willow (daughter of Aegon IV),Willow_(daughter_of_Aegon_IV),"Willow was the third of the four bastard children of King Aegon_IV_Targaryen and his second mistress, Megette. Willow's mother Megette was the mistress of Prince Aegon for four years. Willow was the third of four daughters. After Prince Viserys_II_Targaryen discovered this, Megette was returned to her husband in the riverlands, while Willow and her three sisters were given to the Faith to be trained as a septa."
Willow Pound-Stone,Willow_Pound-Stone,"Willow Pound-Stone was a washerwoman in the town of Bitterbridge during the Dance of the Dragons. In The Testimony of Mushroom, the dwarf asserts it was Willow who killed Prince Maelor_Targaryen by clutching him so tightly that she broke his back and crushed him to death. Afterward, Willow was hanged from the center span of the old bridge at the command of Lady Caswell."
Willow Witch-eye,Willow_Witch-eye,"Willow, better known as Willow Witch-eye is a wildling spearwife."
Willow Heddle,Willow_Heddle,"Willow Heddle is a member of the Heddle family. She has an older sister, Jeyne_Heddle. According to the Elder Brother, the sisters are nieces of Masha_Heddle, the innkeep of the inn at the crossroads. According to a semi-canon source, Masha is their great-aunt."
Willum,Willum,Willum is a knight in the riverlands. He may possibly be the Knight of Sherrer.
Lord Willum,Lord_Willum,"Lord Willum is the head of House Willum from the Reach. He has at least two sons, Josua_Willum and Elyas_Willum."
Wine merchant,Wine_merchant,The wineseller is a wine merchant who attempts to assassinate Daenerys_Targaryen in Vaes Dothrak.
